"FROM_NODE","TO_NODE","EDGE_LENGTHKM","FROM_NODETYPE","TO_NODETYPE","FROM_COMID","TO_COMID","TO_LEVELPATHI","FROM_NODE_NAME","TO_NODE_NAME","FROM_LEVELPATHI"
"Point.09093700","Point.09095500",20.1694766485151,"gage","gage",3179390,3179476,720000024,"09093700 COLORADO RIVER NEAR DE BEQUE, CO.","09095500 COLORADO RIVER NEAR CAMEO, CO.",720000024
"Point.09094200","Point.09095000",6.55366743563748,"gage","gage",1255146,1255516,760009758,"09094200 ROAN CREEK ABOVE CLEAR CREEK, NEAR DE BEQUE, CO.","09095000 ROAN CREEK NEAR DE BEQUE, CO.",760009758
"Point.09095000","Point.09095500",326.570213591115,"gage","gage",1255516,3179476,720000024,"09095000 ROAN CREEK NEAR DE BEQUE, CO.","09095500 COLORADO RIVER NEAR CAMEO, CO.",760009758
"Point.09095300","Point.09095400",5.63060439317952,"gage","gage",1255326,1255338,760015720,"09095300 DRY FORK AT UPPER STATION, NEAR DE BEQUE CO.","09095400 DRY FORK NEAR DE BEQUE, CO.",760015720
"Point.09095400","Point.09095500",1.94835256664128,"gage","gage",1255338,3179476,720000024,"09095400 DRY FORK NEAR DE BEQUE, CO.","09095500 COLORADO RIVER NEAR CAMEO, CO.",760015720
"Point.09095500","Point.09106000",18.3335109805197,"gage","gage",3179476,3179652,720000024,"09095500 COLORADO RIVER NEAR CAMEO, CO.","09106000 COLORADO RIVER NEAR PALISADE, CO.",720000024
"Point.09095800","Point.09096000",3.81477145324271,"gage","gage",3180788,3181278,760009023,"09095800 PLATEAU CREEK NEAR HEIBERGER, CO.","09096000 PLATEAU CREEK AT UPPER STA, NEAR COLLBRAN, CO.",760009023
"Point.09096000","Point.734",1.33312606026725,"gage","dam",3181278,3180780,760009023,"09096000 PLATEAU CREEK AT UPPER STA, NEAR COLLBRAN, CO.","CO01697 VEGA",760009023
"Point.09096500","Point.09097900",13.1128188866822,"gage","gage",3181210,3180768,760009023,"09096500 PLATEAU CREEK NEAR COLLBRAN, CO.","09097900 PLATEAU CREEK BELOW COLLBRAN, CO",760009023
"Point.09096800","Point.09097500",26.7377120261025,"gage","gage",3181212,3181172,760014620,"09096800 BUZZARD CREEK BL OWENS CREEK, NR HEIBERGER, CO.","09097500 BUZZARD CREEK NEAR COLLBRAN, CO",760014620
"Point.09097500","Point.09097900",12.7527628158367,"gage","gage",3181172,3180768,760009023,"09097500 BUZZARD CREEK NEAR COLLBRAN, CO","09097900 PLATEAU CREEK BELOW COLLBRAN, CO",760014620
"Point.09097600","Point.09097900",24.1986907912698,"gage","gage",3181160,3180768,760009023,"09097600 BRUSH CREEK NEAR COLLBRAN, CO","09097900 PLATEAU CREEK BELOW COLLBRAN, CO",760028991
"Point.09097900","Point.853",15.9888449838859,"gage","dam",3180768,3177982,760009023,"09097900 PLATEAU CREEK BELOW COLLBRAN, CO","CO01037 JERRY CREEK #1",760009023
"Point.09098500","Point.09099500",4.25983191982667,"gage","gage",3181232,3180916,760019482,"09098500 ATKINSON CREEK NEAR COLLBRAN, CO.","09099500 BIG CREEK AT UPPER STATION, NEAR COLLBRAN, CO.",760051981
"Point.09099000","Point.09099500",3.73131255607962,"gage","gage",3181228,3180916,760019482,"09099000 EAST FORK BIG CREEK NEAR COLLBRAN, CO.","09099500 BIG CREEK AT UPPER STATION, NEAR COLLBRAN, CO.",760041644
"Point.09099500","Point.09100000",8.20035130953216,"gage","gage",3180916,3180828,760019482,"09099500 BIG CREEK AT UPPER STATION, NEAR COLLBRAN, CO.","09100000 BIG CREEK NEAR COLLBRAN, CO.",760019482
"Point.09100000","Point.853",38.4139045894983,"gage","dam",3180828,3177982,760009023,"09100000 BIG CREEK NEAR COLLBRAN, CO.","CO01037 JERRY CREEK #1",760019482
"Point.09100500","Point.09101000",4.5501716563754,"gage","gage",3181222,3178216,760019480,"09100500 COTTONWOOD CREEK AT UPPER STA, NEAR MOLINA, CO.","09101000 COTTONWOOD CREEK NEAR MOLINA, CO.",760019480
"Point.09101000","Point.853",36.7754093778144,"gage","dam",3178216,3177982,760009023,"09101000 COTTONWOOD CREEK NEAR MOLINA, CO.","CO01037 JERRY CREEK #1",760019480
"Point.09101500","Point.334",1.04796816821734,"gage","dam",3178454,3178454,760017494,"09101500 BULL CREEK AT UPPER STATION, NEAR MOLINA, CO.","CO02651 SCHORN FISH POND",760017494
"Point.09104000","Point.09105000",57.9605921878541,"gage","gage",3178708,3179298,760009023,"09104000 COON CREEK NEAR MESA, CO.","09105000 PLATEAU CREEK NEAR CAMEO, CO",760020319
"Point.09104500","Point.09105000",61.1154129416869,"gage","gage",3178898,3179298,760009023,"09104500 MESA CREEK NEAR MESA, CO.","09105000 PLATEAU CREEK NEAR CAMEO, CO",760018740
"Point.09105000","Point.09106000",303.387567496421,"gage","gage",3179298,3179652,720000024,"09105000 PLATEAU CREEK NEAR CAMEO, CO","09106000 COLORADO RIVER NEAR PALISADE, CO.",760009023
"Point.09106000","Point.09106150",5.76323784501317,"gage","gage",3179652,3179692,720000024,"09106000 COLORADO RIVER NEAR PALISADE, CO.","09106150 COLO RIVER BELOW GRAND VALLEY DIV NR PALISADE, CO",720000024
"Point.09106150","Point.1024",5.02217712277953,"gage","dam",3179692,3179700,720000024,"09106150 COLO RIVER BELOW GRAND VALLEY DIV NR PALISADE, CO","CO02722 MOLE-RICHARDSON #2",720000024
"Point.09106200","Point.09153000",429.126272091057,"gage","gage",3178896,3179572,720000024,"09106200 LEWIS WASH NEAR GRAND JUNCTION, CO.","09153000 COLORADO RIVER NEAR FRUITA, CO.",760023566
"Point.09107000","Point.398",6.23065430390748,"gage","dam",1333022,1333490,760003236,"09107000 TAYLOR RIVER AT TAYLOR PARK, CO.","CO00151 TAYLOR PARK",760003236
"Point.09107500","Point.398",4.28390216502404,"gage","dam",1333594,1333490,760003236,"09107500 TEXAS CREEK AT TAYLOR PARK, CO","CO00151 TAYLOR PARK",760018190
"Point.09108000","Point.398",20.6266866228033,"gage","dam",1333136,1333490,760003236,"09108000 WILLOW CREEK AT TAYLOR PARK, CO.","CO00151 TAYLOR PARK",760017590
"Point.09109000","Point.09110000",31.6082422531962,"gage","gage",1333490,1333564,760003236,"09109000 TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO.","09110000 TAYLOR RIVER AT ALMONT, CO.",760003236
"Point.09110000","Point.09114500",19.4170474176609,"gage","gage",1333564,3252637,760003236,"09110000 TAYLOR RIVER AT ALMONT, CO.","09114500 GUNNISON RIVER NEAR GUNNISON, CO.",760003236
"Point.09110500","Point.09112500",26.4686941301659,"gage","gage",1333044,1333418,760011139,"09110500 EAST RIVER NEAR CRESTED BUTTE, CO.","09112500 EAST RIVER AT ALMONT, CO",760011139
"Point.09111000","Point.09111500",17.5354642115913,"gage","gage",1332234,1332990,760015712,"09111000 COAL CREEK NEAR CRESTED BUTTE, CO.","09111500 SLATE RIVER NEAR CRESTED BUTTE, CO",760025325
"Point.09111500","Point.385106106571000",4.36612117224962,"gage","gage",1332990,1333026,760015712,"09111500 SLATE RIVER NEAR CRESTED BUTTE, CO","385106106571000 SLATE R AB BAXTER GL @HWY 135 NR CRESTED BUTTE, CO",760015712
"Point.09112000","Point.09112200",6.59024258826649,"gage","gage",1333144,1333198,760013271,"09112000 CEMENT CREEK NEAR CRESTED BUTTE, CO","09112200 EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE, CO",760013271
"Point.09112200","Point.09112500",35.8774475521356,"gage","gage",1333198,1333418,760011139,"09112200 EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE, CO","09112500 EAST RIVER AT ALMONT, CO",760013271
"Point.09112500","Point.09114500",19.3726810788215,"gage","gage",1333418,3252637,760003236,"09112500 EAST RIVER AT ALMONT, CO","09114500 GUNNISON RIVER NEAR GUNNISON, CO.",760011139
"Point.09113000","Point.09113100",1.69080220325177,"gage","gage",3251299,3251281,760035537,"09113000 CASTLE CREEK NEAR BALDWIN, CO.","09113100 CASTLE CREEK ABOVE MOUTH NEAR BALDWIN, CO",760035537
"Point.09113100","Point.09113300",3.07190459533865,"gage","gage",3251281,3252089,760015265,"09113100 CASTLE CREEK ABOVE MOUTH NEAR BALDWIN, CO","09113300 OHIO CREEK AT BALDWIN, CO.",760035537
"Point.09113300","Point.09113500",10.699920530547,"gage","gage",3252089,3252767,760015265,"09113300 OHIO CREEK AT BALDWIN, CO.","09113500 OHIO CREEK NEAR BALDWIN, CO.",760015265
"Point.09113500","Point.09113980",18.4236371605187,"gage","gage",3252767,3252623,760015265,"09113500 OHIO CREEK NEAR BALDWIN, CO.","09113980 OHIO CREEK ABOVE MOUTH NR GUNNISON, CO",760015265
"Point.09113980","Point.09114000",1.6882100850876,"gage","gage",3252623,3252623,760015265,"09113980 OHIO CREEK ABOVE MOUTH NR GUNNISON, CO","09114000 OHIO CREEK NEAR GUNNISON, CO.",760015265
"Point.09114000","Point.09114500",4.33824828291066,"gage","gage",3252623,3252637,760003236,"09114000 OHIO CREEK NEAR GUNNISON, CO.","09114500 GUNNISON RIVER NEAR GUNNISON, CO.",760015265
"Point.09114500","Point.09120500",17.274073457241,"gage","gage",3252637,3254155,760003236,"09114500 GUNNISON RIVER NEAR GUNNISON, CO.","09120500 GUNNISON RIVER AT IOLA, CO.",760003236
"Point.09115500","Point.09116000",10.2594636397831,"gage","gage",9773517,9773477,760008241,"09115500 TOMICHI CREEK AT SARGENTS, CO","09116000 TOMICHI CREEK NEAR DOYLEVILLE, CO.",760008241
"Point.09116000","Point.09117000",33.0427121070654,"gage","gage",9773477,9773305,760008241,"09116000 TOMICHI CREEK NEAR DOYLEVILLE, CO.","09117000 TOMICHI CREEK AT PARLIN, CO.",760008241
"Point.09117000","Point.09120500",62.5855510799684,"gage","gage",9773305,3254155,760003236,"09117000 TOMICHI CREEK AT PARLIN, CO.","09120500 GUNNISON RIVER AT IOLA, CO.",760008241
"Point.09118000","Point.09120500",88.5505695662159,"gage","gage",9772827,3254155,760003236,"09118000 QUARTZ CREEK NEAR OHIO CITY, CO.","09120500 GUNNISON RIVER AT IOLA, CO.",760014531
"Point.09118450","Point.09118500",8.28950062182795,"gage","gage",9773615,9773541,760012272,"09118450 COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN, CO","09118500 COCHETOPA CREEK NEAR PARLIN, CO.",760012272
"Point.09118500","Point.09120500",77.7021665038583,"gage","gage",9773541,3254155,760003236,"09118500 COCHETOPA CREEK NEAR PARLIN, CO.","09120500 GUNNISON RIVER AT IOLA, CO.",760012272
"Point.09120500","Point.09123000",21.3047175038126,"gage","gage",3254155,3254133,760003236,"09120500 GUNNISON RIVER AT IOLA, CO.","09123000 SOAP CREEK AT SAPINERO, CO.",760003236
"Point.09121500","Point.09121800",37.8585660978801,"gage","gage",3255139,3254027,760012750,"09121500 CEBOLLA CREEK NEAR LAKE CITY, CO.","09121800 CEBOLLA CREEK NEAR POWDERHORN, CO.",760012750
"Point.09121800","Point.09122000",10.2415818295556,"gage","gage",3254027,3253393,760012750,"09121800 CEBOLLA CREEK NEAR POWDERHORN, CO.","09122000 CEBOLLA CREEK AT POWDERHORN, CO.",760012750
"Point.09122000","Point.09123000",116.023347629336,"gage","gage",3253393,3254133,760003236,"09122000 CEBOLLA CREEK AT POWDERHORN, CO.","09123000 SOAP CREEK AT SAPINERO, CO.",760012750
"Point.09122500","Point.870",130.002252841976,"gage","dam",3251827,3253131,760003236,"09122500 SOAP CREEK NEAR SAPINERO, CO","CO01675 BLUE MESA",760017458
"Point.09123000","Point.870",4.04455444796921,"gage","dam",3254133,3253131,760003236,"09123000 SOAP CREEK AT SAPINERO, CO.","CO01675 BLUE MESA",760003236
"Point.09123400","Point.09123500",20.7835155493021,"gage","gage",3255219,3253673,760010190,"09123400 LAKE FORK BELOW MILL GULCH NEAR LAKE CITY, CO.","09123500 LAKE FORK AT LAKE CITY, CO",760010190
"Point.09123500","Point.913",8.76770862291623,"gage","dam",3253673,3253589,760010190,"09123500 LAKE FORK AT LAKE CITY, CO","CO00258 FRANK B. WATTERS",760010190
"Point.09124000","Point.913",10.0730605101442,"gage","dam",3253663,3253589,760010190,"09124000 HENSON CREEK AT LAKE CITY, CO.","CO00258 FRANK B. WATTERS",760020262
"Point.09124500","Point.870",88.8923844541322,"gage","dam",3253975,3253131,760003236,"09124500 LAKE FORK AT GATEVIEW, CO.","CO01675 BLUE MESA",760010190
"Point.09124700","Point.945",17.9043329705962,"gage","dam",3254171,3253125,760003236,"09124700 GUNNISON RIVER BELOW BLUE MESA DAM, CO.","CO01689 MORROW POINT",760003236
"Point.09125000","Point.945",149.186360453827,"gage","dam",3253955,3253125,760003236,"09125000 CURECANTI CREEK NEAR SAPINERO, CO.","CO01689 MORROW POINT",760031619
"Point.09126000","Point.09126500",24.7143628399499,"gage","gage",3253985,3253959,760016926,"09126000 CIMARRON RIVER NEAR CIMARRON, CO","09126500 CIMARRON RIVER AT CIMARRON, CO.",760016926
"Point.09126500","Point.09127000",0.641758626362245,"gage","gage",3253959,3253137,760016926,"09126500 CIMARRON RIVER AT CIMARRON, CO.","09127000 CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON, CO",760016926
"Point.09127000","Point.1083",11.9298970471771,"gage","dam",3253137,3252175,760003236,"09127000 CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON, CO","CO00387 CRYSTAL",760016926
"Point.09127500","Point.1083",157.282284307907,"gage","dam",3251809,3252175,760003236,"09127500 CRYSTAL CREEK NEAR MAHER, CO.","CO00387 CRYSTAL",760020261
"Point.09128000","Point.09136200",44.2109157934268,"gage","gage",3252173,3233507,760003236,"09128000 GUNNISON RIVER BELOW GUNNISON TUNNEL, CO","09136200 GUNNISON RIVER NEAR LAZEAR, CO.",760003236
"Point.09128500","Point.09129000",7.10776019772296,"gage","gage",3252121,3251387,760012977,"09128500 SMITH FORK NEAR CRAWFORD, CO.","09129000 SMITH FORK AT CRAWFORD, CO.",760012977
"Point.09129000","Point.09129600",14.1660523950324,"gage","gage",3251387,3251413,760012977,"09129000 SMITH FORK AT CRAWFORD, CO.","09129600 SMITH FORK NEAR LAZEAR, CO",760012977
"Point.09129500","Point.785",1.31184396373739,"gage","dam",3252185,3251439,760015266,"09129500 IRON CREEK NEAR CRAWFORD, CO.","CO00556 CRAWFORD",760015266
"Point.09129600","Point.09136200",186.150495319075,"gage","gage",3251413,3233507,760003236,"09129600 SMITH FORK NEAR LAZEAR, CO","09136200 GUNNISON RIVER NEAR LAZEAR, CO.",760012977
"Point.09129800","Point.09130500",19.1219800885163,"gage","gage",1336758,1336646,760010217,"09129800 CLEAR FORK NEAR RAGGED MOUNTAIN, CO.","09130500 EAST MUDDY CREEK NEAR BARDINE, CO.",760010217
"Point.09130500","Point.772",9.37080826843417,"gage","dam",1336646,1338026,760010217,"09130500 EAST MUDDY CREEK NEAR BARDINE, CO.","CO01691 PAONIA",760010217
"Point.09130600","Point.09130800",5.6267647971397,"gage","gage",1336426,1336484,760017039,"09130600 WEST MUDDY CREEK NEAR RAGGED MOUNTAIN, CO.","09130800 WEST MUDDY CREEK NEAR BOWIE, CO.",760017039
"Point.09130800","Point.09131200",3.96454895196977,"gage","gage",1336484,1336762,760017039,"09130800 WEST MUDDY CREEK NEAR BOWIE, CO.","09131200 WEST MUDDY CREEK NEAR SOMERSET, CO.",760017039
"Point.09131100","Point.09131200",7.72112067480543,"gage","gage",1336480,1336762,760017039,"09131100 COW CREEK NEAR PAONIA, CO.","09131200 WEST MUDDY CREEK NEAR SOMERSET, CO.",760027163
"Point.09131200","Point.772",47.8663426984478,"gage","dam",1336762,1338026,760010217,"09131200 WEST MUDDY CREEK NEAR SOMERSET, CO.","CO01691 PAONIA",760017039
"Point.09131500","Point.09132500",7.19783309324379,"gage","gage",1337204,1337236,760010217,"09131500 MUDDY CREEK AT BARDINE, CO.","09132500 NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.",760010217
"Point.09132000","Point.09132050",17.8204210720025,"gage","gage",1337454,1337170,760013021,"09132000 RUBY ANTHRACITE CREEK NEAR FLORESTA, CO.","09132050 ANTHRACITE CREEK NEAR SOMERSET, CO.",760016115
"Point.09132050","Point.09132500",22.8090928543454,"gage","gage",1337170,1337236,760010217,"09132050 ANTHRACITE CREEK NEAR SOMERSET, CO.","09132500 NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.",760013021
"Point.09132500","Point.1143",1.34887609059564,"gage","dam",1337236,1337928,760010217,"09132500 NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.","CO02561 MOUNT GUNNISON #1-FW 1",760010217
"Point.09132700","Point.09132920",8.07203533835286,"gage","gage",1336520,1336580,760020465,"09132700 MAIN HUBBARD CREEK NEAR PAONIA, CO.","09132920 HUBBARD CREEK NEAR BOWIE, CO.",760020465
"Point.09132800","Point.09132920",11.9112294199357,"gage","gage",1336768,1336580,760020465,"09132800 MIDDLE HUBBARD CREEK NEAR PAONIA, CO.","09132920 HUBBARD CREEK NEAR BOWIE, CO.",760054352
"Point.09132900","Point.09132920",12.1208300509927,"gage","gage",1336770,1336580,760020465,"09132900 WEST HUBBARD CREEK NEAR PAONIA, CO.","09132920 HUBBARD CREEK NEAR BOWIE, CO.",760054349
"Point.09132920","Point.09132940",8.91830120573707,"gage","gage",1336580,1337108,760020465,"09132920 HUBBARD CREEK NEAR BOWIE, CO.","09132940 HUBBARD CREEK ABOVE IRON POINT GULCH NR BOWIE, CO",760020465
"Point.09132940","Point.09132960",7.07746806050841,"gage","gage",1337108,1337230,760020465,"09132940 HUBBARD CREEK ABOVE IRON POINT GULCH NR BOWIE, CO","09132960 HUBBARD CREEK AT HIGHWAY 133 AT MOUTH NR BOWIE, CO",760020465
"Point.09132960","Point.09133000",5.29525744233029,"gage","gage",1337230,1337322,760010217,"09132960 HUBBARD CREEK AT HIGHWAY 133 AT MOUTH NR BOWIE, CO","09133000 NORTH FORK GUNNISON RIVER NEAR PAONIA, CO.",760020465
"Point.09132985","Point.09132995",8.62099635383741,"gage","gage",1337166,1337308,760022522,"09132985 E FORK TERROR CR BLW COTTONWOOD STOMP NR BOWIE, CO","09132995 TERROR CREEK AT MOUTH NEAR BOWIE, CO",760042931
"Point.09132995","Point.09133000",0.774152314183464,"gage","gage",1337308,1337322,760010217,"09132995 TERROR CREEK AT MOUTH NEAR BOWIE, CO","09133000 NORTH FORK GUNNISON RIVER NEAR PAONIA, CO.",760022522
"Point.09133000","Point.09134100",1.53843706528121,"gage","gage",1337322,1337472,760008652,"09133000 NORTH FORK GUNNISON RIVER NEAR PAONIA, CO.","09134100 NORTH FORK GUNNISON RIVER BELOW PAONIA, CO",760010217
"Point.09134000","Point.09134050",10.2297142500877,"gage","gage",1337948,1337398,760018858,"09134000 MINNESOTA CREEK NEAR PAONIA, CO.","09134050 MINNESOTA CREEK AT PAONIA, CO.",760018858
"Point.09134050","Point.09134100",1.09044512434293,"gage","gage",1337398,1337472,760008652,"09134050 MINNESOTA CREEK AT PAONIA, CO.","09134100 NORTH FORK GUNNISON RIVER BELOW PAONIA, CO",760018858
"Point.09134200","Point.09135950",6.6190944741962,"gage","gage",1337668,1337986,760008652,"09134200 COTTONWOOD CREEK NEAR HOTCHKISS, CO.","09135950 N.F. GUNNISON R BLW LEROUX CR, NR HOTCHKISS, CO",760022518
"Point.09134500","Point.09135000",5.61088067775896,"gage","gage",1337924,1337510,760016555,"09134500 LEROUX CREEK NEAR CEDAREDGE, CO.","09135000 LEROUX CREEK NEAR LAZEAR, CO.",760016555
"Point.09134700","Point.09135000",5.61983663616541,"gage","gage",1337926,1337510,760016555,"09134700 COW CREEK NEAR CEDAREDGE, CO.","09135000 LEROUX CREEK NEAR LAZEAR, CO.",760054283
"Point.09135000","Point.09135900",11.9567951342901,"gage","gage",1337510,1337694,760016555,"09135000 LEROUX CREEK NEAR LAZEAR, CO.","09135900 LEROUX CREEK AT HOTCHKISS, CO.",760016555
"Point.09135900","Point.09135950",1.92378303112365,"gage","gage",1337694,1337986,760008652,"09135900 LEROUX CREEK AT HOTCHKISS, CO.","09135950 N.F. GUNNISON R BLW LEROUX CR, NR HOTCHKISS, CO",760016555
"Point.09135950","Point.09136100",11.0112784911045,"gage","gage",1337986,1338068,760008652,"09135950 N.F. GUNNISON R BLW LEROUX CR, NR HOTCHKISS, CO","09136100 NORTH FK GUNNISON RIVER ABOVE MOUTH NR LAZEAR, CO",760008652
"Point.09136100","Point.09136200",0.488157122741992,"gage","gage",1338068,3233507,760003236,"09136100 NORTH FK GUNNISON RIVER ABOVE MOUTH NR LAZEAR, CO","09136200 GUNNISON RIVER NEAR LAZEAR, CO.",760008652
"Point.09136200","Point.09144250",27.6356588862966,"gage","gage",3233507,3232789,760003236,"09136200 GUNNISON RIVER NEAR LAZEAR, CO.","09144250 GUNNISON RIVER AT DELTA, CO",760003236
"Point.09136500","Point.09137050",10.4690851394613,"gage","gage",3233231,3233279,760014612,"09136500 CURRANT CREEK NEAR CEDAREDGE, CO.","09137050 CURRANT CREEK NEAR READ, CO.",760014612
"Point.09137050","Point.09144250",202.205848426657,"gage","gage",3233279,3232789,760003236,"09137050 CURRANT CREEK NEAR READ, CO.","09144250 GUNNISON RIVER AT DELTA, CO",760014612
"Point.09137800","Point.09144200",48.6675001732558,"gage","gage",3232413,3233457,760011409,"09137800 DIRTY GEORGE CREEK NEAR GRAND MESA, CO","09144200 TONGUE CREEK AT CORY, CO",760024972
"Point.09139200","Point.09139500",6.39908171111463,"gage","gage",3233447,3233159,760011409,"09139200 WARD CREEK NEAR GRAND MESA, CO.","09139500 WARD CREEK NEAR CEDAREDGE, CO.",760011409
"Point.09139500","Point.09142000",4.02346928897616,"gage","gage",3233159,3233187,760011409,"09139500 WARD CREEK NEAR CEDAREDGE, CO.","09142000 WARD CREEK BELOW KISER CR, NEAR CEDAREDGE, CO.",760011409
"Point.09140200","Point.09140500",7.2444687527805,"gage","gage",3233445,3233445,760021209,"09140200 KISER CREEK NEAR GRAND MESA, CO.","09140500 KISER CREEK NEAR CEDAREDGE, CO.",760021209
"Point.09140500","Point.09140700",0.0251550087268555,"gage","gage",3233445,3233445,760021209,"09140500 KISER CREEK NEAR CEDAREDGE, CO.","09140700 COTTONWOOD CREEK NEAR GRAND MESA, CO",760021209
"Point.09140700","Point.09142000",24.6634544820647,"gage","gage",3233445,3233187,760011409,"09140700 COTTONWOOD CREEK NEAR GRAND MESA, CO","09142000 WARD CREEK BELOW KISER CR, NEAR CEDAREDGE, CO.",760021209
"Point.09141000","Point.09142000",1.34732870670273,"gage","gage",3233451,3233187,760011409,"09141000 COTTONWOOD CREEK NEAR CEDAREDGE, CO.","09142000 WARD CREEK BELOW KISER CR, NEAR CEDAREDGE, CO.",760035578
"Point.09141200","Point.09141500",4.96986224474884,"gage","gage",3233453,3233143,760023509,"09141200 YOUNGS CREEK NEAR GRAND MESA, CO.","09141500 YOUNGS CREEK NEAR CEDAREDGE, CO.",760023509
"Point.09141500","Point.09142000",1.97751416216626,"gage","gage",3233143,3233187,760011409,"09141500 YOUNGS CREEK NEAR CEDAREDGE, CO.","09142000 WARD CREEK BELOW KISER CR, NEAR CEDAREDGE, CO.",760023509
"Point.09142000","Point.09144200",15.4952091895292,"gage","gage",3233187,3233457,760011409,"09142000 WARD CREEK BELOW KISER CR, NEAR CEDAREDGE, CO.","09144200 TONGUE CREEK AT CORY, CO",760011409
"Point.09143000","Point.09143500",11.9266960108184,"gage","gage",3233449,3233455,760017469,"09143000 SURFACE CREEK NEAR CEDAREDGE, CO","09143500 SURFACE CREEK AT CEDAREDGE, CO.",760017469
"Point.09143500","Point.09144000",9.21129490739583,"gage","gage",3233455,3233259,760017469,"09143500 SURFACE CREEK AT CEDAREDGE, CO.","09144000 SURFACE CREEK AT ECKERT, CO.",760017469
"Point.09144000","Point.09144200",6.79914028687143,"gage","gage",3233259,3233457,760011409,"09144000 SURFACE CREEK AT ECKERT, CO.","09144200 TONGUE CREEK AT CORY, CO",760017469
"Point.09144200","Point.09144250",184.991402320595,"gage","gage",3233457,3232789,760003236,"09144200 TONGUE CREEK AT CORY, CO","09144250 GUNNISON RIVER AT DELTA, CO",760011409
"Point.09144250","Point.09152500",67.6452824853498,"gage","gage",3232789,3232569,760003236,"09144250 GUNNISON RIVER AT DELTA, CO","09152500 GUNNISON RIVER NEAR GRAND JUNCTION, CO.",760003236
"Point.09144500","Point.09145000",7.48599013661105,"gage","gage",9770414,9769524,760008924,"09144500 RED MOUNTAIN CREEK NEAR IRONTON, CO.","09145000 UNCOMPAHGRE RIVER AT OURAY, CO.",760028292
"Point.09145000","Point.09146000",1.42303058422305,"gage","gage",9769524,9769484,760008924,"09145000 UNCOMPAHGRE RIVER AT OURAY, CO.","09146000 UNCOMPAHGRE RIVER BELOW OURAY, CO.",760008924
"Point.09145500","Point.09146000",1.37660725712647,"gage","gage",9769498,9769484,760008924,"09145500 CANYON CREEK AT OURAY, CO.","09146000 UNCOMPAHGRE RIVER BELOW OURAY, CO.",760024594
"Point.09146000","Point.09146020",1.57482698893077,"gage","gage",9769484,9769472,760008924,"09146000 UNCOMPAHGRE RIVER BELOW OURAY, CO.","09146020 UNCOMPAHGRE RIVER NEAR OURAY, CO",760008924
"Point.09146020","Point.09146200",18.9675317917735,"gage","gage",9769472,9769826,760008924,"09146020 UNCOMPAHGRE RIVER NEAR OURAY, CO","09146200 UNCOMPAHGRE RIVER NEAR RIDGWAY, CO.",760008924
"Point.09146200","Point.1213",7.68044897342739,"gage","dam",9769826,9769294,760008924,"09146200 UNCOMPAHGRE RIVER NEAR RIDGWAY, CO.","CO02706 RIDGWAY",760008924
"Point.09146400","Point.09147000",19.4969407862505,"gage","gage",9769840,9769828,760026254,"09146400 WEST FORK DALLAS CREEK NEAR RIDGWAY, CO.","09147000 DALLAS CREEK NEAR RIDGWAY, CO",760030920
"Point.09146500","Point.09147000",14.0443250456043,"gage","gage",9769836,9769828,760026254,"09146500 EAST FORK DALLAS CREEK NEAR RIDGWAY, CO.","09147000 DALLAS CREEK NEAR RIDGWAY, CO",760026254
"Point.09146550","Point.09147000",11.0763889726266,"gage","gage",9769844,9769828,760026254,"09146550 BEAVER CREEK NEAR RIDGWAY, CO.","09147000 DALLAS CREEK NEAR RIDGWAY, CO",760067324
"Point.09146600","Point.09147000",41.2996658960765,"gage","gage",9769384,9769828,760026254,"09146600 PLEASANT VALLEY CREEK NEAR NOEL, CO.","09147000 DALLAS CREEK NEAR RIDGWAY, CO",760039720
"Point.09147000","Point.1213",8.54725022484307,"gage","dam",9769828,9769294,760008924,"09147000 DALLAS CREEK NEAR RIDGWAY, CO","CO02706 RIDGWAY",760026254
"Point.09147025","Point.09147500",12.4839763376134,"gage","gage",9769294,9769790,760008924,"09147025 UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO","09147500 UNCOMPAHGRE RIVER AT COLONA, CO",760008924
"Point.09147100","Point.09147500",59.8756128786914,"gage","gage",9769834,9769790,760008924,"09147100 COW CREEK NEAR RIDGWAY, CO.","09147500 UNCOMPAHGRE RIVER AT COLONA, CO",760016350
"Point.09147500","Point.09149500",66.8661710668298,"gage","gage",9769790,9767880,760008924,"09147500 UNCOMPAHGRE RIVER AT COLONA, CO","09149500 UNCOMPAHGRE RIVER AT DELTA, CO",760008924
"Point.09149400","Point.09149500",33.6143486054016,"gage","gage",9768168,9767880,760008924,"09149400 SPRING CREEK NEAR BEAVER HILL, CO.","09149500 UNCOMPAHGRE RIVER AT DELTA, CO",760020056
"Point.09149420","Point.09149400",18.518212539583,"gage","gage",9769214,9768168,760020056,"09149420 SPRING CREEK NEAR MONTROSE, CO.","09149400 SPRING CREEK NEAR BEAVER HILL, CO.",760020056
